customer_id,customer_segment,customer_city,customer_country,total_orders,total_items_purchased,total_lifetime_spend,avg_order_value
10524,Corporate,Asheboro,EE. UU.,1,5,489.95,244.97
3087,Consumer,Caguas,Puerto Rico,1,10,489.93,122.48
3374,Consumer,Chicago,EE. UU.,1,8,489.89,163.3
2512,Consumer,Caguas,Puerto Rico,1,12,489.86,122.47
8476,Consumer,Los Angeles,EE. UU.,3,8,481.95,80.33
8900,Consumer,Greeley,EE. UU.,2,8,479.99,160.0
9203,Consumer,Passaic,EE. UU.,3,10,479.98,159.99
3507,Home Office,Caguas,Puerto Rico,1,3,479.96,239.98
8063,Consumer,Brooklyn,EE. UU.,1,8,479.94,159.98
8257,Corporate,Fargo,EE. UU.,1,6,479.94,239.97
12070,Home Office,Endicott,EE. UU.,2,7,479.93,119.98
6639,Corporate,Winnetka,EE. UU.,2,8,479.91,95.98
10520,Home Office,Kent,EE. UU.,1,9,479.91,159.97
7311,Consumer,Caguas,Puerto Rico,2,4,474.95,237.48
11802,Corporate,Caguas,Puerto Rico,2,6,473.94,157.98
1308,Consumer,Caguas,Puerto Rico,3,9,469.96,156.65
2399,Home Office,Hyattsville,EE. UU.,2,5,469.95,156.65
7146,Consumer,Caguas,Puerto Rico,2,6,469.93,93.99
9870,Home Office,Caguas,Puerto Rico,1,7,469.91,156.64
10409,Corporate,Caguas,Puerto Rico,3,6,469.91,117.48
5055,Home Office,Caguas,Puerto Rico,1,10,465.88,116.47
7648,Consumer,Caguas,Puerto Rico,1,10,464.93,92.99
5448,Home Office,Miami,EE. UU.,2,10,463.88,115.97
8928,Consumer,Eugene,EE. UU.,3,8,461.98,115.5
14692,Consumer,San Jose,EE. UU.,1,1,461.48,461.48
14693,Corporate,Milwaukee,EE. UU.,1,1,461.48,461.48
14694,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14695,Corporate,Bronx,EE. UU.,1,1,461.48,461.48
14696,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14697,Corporate,Aguadilla,Puerto Rico,1,1,461.48,461.48
14698,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14699,Consumer,Parkville,EE. UU.,1,1,461.48,461.48
14700,Consumer,Laguna Niguel,EE. UU.,1,1,461.48,461.48
14701,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14702,Consumer,Chino,EE. UU.,1,1,461.48,461.48
14703,Consumer,Glendale,EE. UU.,1,1,461.48,461.48
14704,Consumer,Marietta,EE. UU.,1,1,461.48,461.48
14705,Consumer,Riverside,EE. UU.,1,1,461.48,461.48
14706,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14707,Corporate,Chicago,EE. UU.,1,1,461.48,461.48
14708,Corporate,Goose Creek,EE. UU.,1,1,461.48,461.48
14709,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14710,Consumer,South El Monte,EE. UU.,1,1,461.48,461.48
14711,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14712,Consumer,Bowling Green,EE. UU.,1,1,461.48,461.48
14713,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14714,Consumer,Reynoldsburg,EE. UU.,1,1,461.48,461.48
14715,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14716,Home Office,Portland,EE. UU.,1,1,461.48,461.48
14717,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14718,Home Office,West Covina,EE. UU.,1,1,461.48,461.48
14719,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14720,Consumer,Philadelphia,EE. UU.,1,1,461.48,461.48
14721,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14722,Consumer,Baltimore,EE. UU.,1,1,461.48,461.48
14723,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14724,Consumer,Indio,EE. UU.,1,1,461.48,461.48
14725,Consumer,Hilliard,EE. UU.,1,1,461.48,461.48
14726,Consumer,Endicott,EE. UU.,1,1,461.48,461.48
14727,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14728,Consumer,San Benito,EE. UU.,1,1,461.48,461.48
14729,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14730,Consumer,San Diego,EE. UU.,1,1,461.48,461.48
14731,Consumer,Clarksville,EE. UU.,1,1,461.48,461.48
14732,Consumer,Phoenix,EE. UU.,1,1,461.48,461.48
14733,Home Office,Long Beach,EE. UU.,1,1,461.48,461.48
14734,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14735,Home Office,Phoenix,EE. UU.,1,1,461.48,461.48
14736,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14737,Consumer,Spring Valley,EE. UU.,1,1,461.48,461.48
14738,Consumer,Bakersfield,EE. UU.,1,1,461.48,461.48
14739,Consumer,Chicago,EE. UU.,1,1,461.48,461.48
14740,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14741,Consumer,Temecula,EE. UU.,1,1,461.48,461.48
14742,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14743,Consumer,Atlanta,EE. UU.,1,1,461.48,461.48
14744,Consumer,Austin,EE. UU.,1,1,461.48,461.48
14745,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14746,Home Office,Bayamon,Puerto Rico,1,1,461.48,461.48
14747,Corporate,Anaheim,EE. UU.,1,1,461.48,461.48
14748,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14749,Consumer,Scottsdale,EE. UU.,1,1,461.48,461.48
14750,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14751,Consumer,Weslaco,EE. UU.,1,1,461.48,461.48
14752,Corporate,West Orange,EE. UU.,1,1,461.48,461.48
14753,Corporate,Santa Cruz,EE. UU.,1,1,461.48,461.48
14754,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14755,Consumer,Jackson,EE. UU.,1,1,461.48,461.48
14756,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14757,Consumer,Houston,EE. UU.,1,1,461.48,461.48
14758,Consumer,Walnut,EE. UU.,1,1,461.48,461.48
14759,Consumer,Webster,EE. UU.,1,1,461.48,461.48
14760,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14761,Consumer,Antioch,EE. UU.,1,1,461.48,461.48
14762,Consumer,Chicago,EE. UU.,1,1,461.48,461.48
14763,Consumer,West Chester,EE. UU.,1,1,461.48,461.48
14764,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14765,Consumer,Valrico,EE. UU.,1,1,461.48,461.48
14766,Consumer,Corona,EE. UU.,1,1,461.48,461.48
14767,Consumer,San Sebastian,Puerto Rico,1,1,461.48,461.48
14768,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14769,Corporate,Malden,EE. UU.,1,1,461.48,461.48
14770,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14771,Home Office,Riverside,EE. UU.,1,1,461.48,461.48
14772,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14773,Corporate,El Paso,EE. UU.,1,1,461.48,461.48
14774,Corporate,Lindenhurst,EE. UU.,1,1,461.48,461.48
14775,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14776,Corporate,Greeley,EE. UU.,1,1,461.48,461.48
14777,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14778,Consumer,Washington,EE. UU.,1,1,461.48,461.48
14779,Corporate,Lawton,EE. UU.,1,1,461.48,461.48
14780,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14781,Corporate,New York,EE. UU.,1,1,461.48,461.48
14782,Corporate,Mesquite,EE. UU.,1,1,461.48,461.48
14783,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14784,Corporate,El Paso,EE. UU.,1,1,461.48,461.48
14785,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14786,Corporate,West Haven,EE. UU.,1,1,461.48,461.48
14787,Corporate,Houston,EE. UU.,1,1,461.48,461.48
14788,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14789,Corporate,Dallas,EE. UU.,1,1,461.48,461.48
14790,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14791,Consumer,Katy,EE. UU.,1,1,461.48,461.48
14792,Consumer,Irwin,EE. UU.,1,1,461.48,461.48
14793,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14794,Corporate,Rio Rancho,EE. UU.,1,1,461.48,461.48
14795,Corporate,Philadelphia,EE. UU.,1,1,461.48,461.48
14796,Corporate,San Antonio,EE. UU.,1,1,461.48,461.48
14797,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14798,Corporate,Placentia,EE. UU.,1,1,461.48,461.48
14799,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14800,Corporate,Katy,EE. UU.,1,1,461.48,461.48
14801,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14802,Corporate,Lakewood,EE. UU.,1,1,461.48,461.48
14803,Consumer,Columbus,EE. UU.,1,1,461.48,461.48
14804,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14805,Consumer,Findlay,EE. UU.,1,1,461.48,461.48
14806,Consumer,Poway,EE. UU.,1,1,461.48,461.48
14807,Consumer,Baytown,EE. UU.,1,1,461.48,461.48
14808,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14809,Consumer,Goose Creek,EE. UU.,1,1,461.48,461.48
14810,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14811,Consumer,Bronx,EE. UU.,1,1,461.48,461.48
14812,Consumer,Milford,EE. UU.,1,1,461.48,461.48
14813,Consumer,Carlisle,EE. UU.,1,1,461.48,461.48
14814,Corporate,Irwin,EE. UU.,1,1,461.48,461.48
14815,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14816,Corporate,Springfield,EE. UU.,1,1,461.48,461.48
14817,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14818,Home Office,Bronx,EE. UU.,1,1,461.48,461.48
14819,Corporate,Westerville,EE. UU.,1,1,461.48,461.48
14820,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14821,Home Office,Costa Mesa,EE. UU.,1,1,461.48,461.48
14822,Home Office,San Bernardino,EE. UU.,1,1,461.48,461.48
14823,Consumer,Cypress,EE. UU.,1,1,461.48,461.48
14824,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14825,Consumer,Memphis,EE. UU.,1,1,461.48,461.48
14826,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14827,Consumer,Westland,EE. UU.,1,1,461.48,461.48
14828,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14829,Consumer,Hesperia,EE. UU.,1,1,461.48,461.48
14830,Corporate,Rego Park,EE. UU.,1,1,461.48,461.48
14831,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14832,Consumer,Phoenix,EE. UU.,1,1,461.48,461.48
14833,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14834,Consumer,Dorchester Center,EE. UU.,1,1,461.48,461.48
14835,Consumer,Hyattsville,EE. UU.,1,1,461.48,461.48
14836,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14837,Consumer,Union City,EE. UU.,1,1,461.48,461.48
14838,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14839,Consumer,Philadelphia,EE. UU.,1,1,461.48,461.48
14840,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14841,Corporate,Aurora,EE. UU.,1,1,461.48,461.48
14842,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14843,Corporate,Lake Forest,EE. UU.,1,1,461.48,461.48
14844,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14845,Home Office,Chicago,EE. UU.,1,1,461.48,461.48
14846,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14847,Corporate,Richmond,EE. UU.,1,1,461.48,461.48
14848,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14849,Consumer,Virginia Beach,EE. UU.,1,1,461.48,461.48
14850,Consumer,Mesa,EE. UU.,1,1,461.48,461.48
14851,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14852,Corporate,Houston,EE. UU.,1,1,461.48,461.48
14853,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14854,Consumer,Enfield,EE. UU.,1,1,461.48,461.48
14855,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14856,Consumer,Weslaco,EE. UU.,1,1,461.48,461.48
14857,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14858,Consumer,San Juan,Puerto Rico,1,1,461.48,461.48
14859,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14860,Corporate,Jacksonville,EE. UU.,1,1,461.48,461.48
14861,Corporate,Los Angeles,EE. UU.,1,1,461.48,461.48
14862,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14863,Corporate,Brooklyn,EE. UU.,1,1,461.48,461.48
14864,Corporate,Carmichael,EE. UU.,1,1,461.48,461.48
14865,Consumer,Newburgh,EE. UU.,1,1,461.48,461.48
14866,Consumer,Dallas,EE. UU.,1,1,461.48,461.48
14867,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14868,Consumer,Albuquerque,EE. UU.,1,1,461.48,461.48
14869,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14870,Consumer,Fayetteville,EE. UU.,1,1,461.48,461.48
14871,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14872,Corporate,Albuquerque,EE. UU.,1,1,461.48,461.48
14873,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14874,Corporate,Brooklyn,EE. UU.,1,1,461.48,461.48
14875,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14876,Corporate,Alhambra,EE. UU.,1,1,461.48,461.48
14877,Home Office,Jacksonville,EE. UU.,1,1,461.48,461.48
14878,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14879,Corporate,Stone Mountain,EE. UU.,1,1,461.48,461.48
14880,Consumer,Moline,EE. UU.,1,1,461.48,461.48
14881,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14882,Consumer,Pompano Beach,EE. UU.,1,1,461.48,461.48
14883,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14884,Consumer,Corona,EE. UU.,1,1,461.48,461.48
14885,Consumer,Elgin,EE. UU.,1,1,461.48,461.48
14886,Consumer,Newark,EE. UU.,1,1,461.48,461.48
14887,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14888,Consumer,Santa Fe,EE. UU.,1,1,461.48,461.48
14889,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14890,Consumer,Santa Clara,EE. UU.,1,1,461.48,461.48
14891,Consumer,Carol Stream,EE. UU.,1,1,461.48,461.48
14892,Consumer,York,EE. UU.,1,1,461.48,461.48
14893,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14894,Consumer,Honolulu,EE. UU.,1,1,461.48,461.48
14895,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14896,Consumer,San Pablo,EE. UU.,1,1,461.48,461.48
14897,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14898,Consumer,Long Beach,EE. UU.,1,1,461.48,461.48
14899,Home Office,Sheboygan,EE. UU.,1,1,461.48,461.48
14900,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14901,Home Office,Diamond Bar,EE. UU.,1,1,461.48,461.48
14902,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14903,Consumer,Houston,EE. UU.,1,1,461.48,461.48
14904,Consumer,Enfield,EE. UU.,1,1,461.48,461.48
14905,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
14906,Home Office,Los Angeles,EE. UU.,1,1,461.48,461.48
14907,Corporate,Hamtramck,EE. UU.,1,1,461.48,461.48
14908,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14909,Corporate,Palatine,EE. UU.,1,1,461.48,461.48
14910,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
14911,Consumer,Detroit,EE. UU.,1,1,461.48,461.48
14912,Consumer,New Orleans,EE. UU.,1,1,461.48,461.48
14913,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14914,Consumer,Las Vegas,EE. UU.,1,1,461.48,461.48
14915,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14916,Consumer,Milwaukee,EE. UU.,1,1,461.48,461.48
14917,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14918,Consumer,Riverside,EE. UU.,1,1,461.48,461.48
14919,Consumer,Brooklyn,EE. UU.,1,1,461.48,461.48
14920,Home Office,Apex,EE. UU.,1,1,461.48,461.48
14921,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
14922,Consumer,Philadelphia,EE. UU.,1,1,461.48,461.48
18273,Consumer,Hamilton,EE. UU.,1,1,461.48,461.48
18274,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18275,Consumer,Hayward,EE. UU.,1,1,461.48,461.48
18276,Corporate,San Jose,EE. UU.,1,1,461.48,461.48
18277,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18278,Corporate,Edison,EE. UU.,1,1,461.48,461.48
18279,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18280,Consumer,Bell Gardens,EE. UU.,1,1,461.48,461.48
18281,Consumer,Los Angeles,EE. UU.,1,1,461.48,461.48
18282,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18283,Consumer,Laguna Niguel,EE. UU.,1,1,461.48,461.48
18284,Consumer,Stockton,EE. UU.,1,1,461.48,461.48
18285,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18286,Home Office,Newark,EE. UU.,1,1,461.48,461.48
18287,Consumer,Columbia,EE. UU.,1,1,461.48,461.48
18288,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18289,Consumer,New York,EE. UU.,1,1,461.48,461.48
18290,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18291,Consumer,Vacaville,EE. UU.,1,1,461.48,461.48
18292,Consumer,Aurora,EE. UU.,1,1,461.48,461.48
18293,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18294,Consumer,New York,EE. UU.,1,1,461.48,461.48
18295,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18296,Consumer,Chicago,EE. UU.,1,1,461.48,461.48
18297,Corporate,Henrico,EE. UU.,1,1,461.48,461.48
18298,Corporate,Baltimore,EE. UU.,1,1,461.48,461.48
18299,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18300,Corporate,National City,EE. UU.,1,1,461.48,461.48
18301,Consumer,Los Angeles,EE. UU.,1,1,461.48,461.48
18302,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18303,Consumer,Sunnyvale,EE. UU.,1,1,461.48,461.48
18304,Home Office,Des Plaines,EE. UU.,1,1,461.48,461.48
18305,Home Office,Fremont,EE. UU.,1,1,461.48,461.48
18306,Consumer,Lancaster,EE. UU.,1,1,461.48,461.48
18307,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18308,Consumer,Brooklyn,EE. UU.,1,1,461.48,461.48
18309,Home Office,Bronx,EE. UU.,1,1,461.48,461.48
18310,Home Office,Pawtucket,EE. UU.,1,1,461.48,461.48
18311,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18312,Consumer,Dallas,EE. UU.,1,1,461.48,461.48
18313,Consumer,Martinsburg,EE. UU.,1,1,461.48,461.48
18314,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18315,Consumer,Bronx,EE. UU.,1,1,461.48,461.48
18316,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18317,Corporate,Kailua,EE. UU.,1,1,461.48,461.48
18318,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18319,Corporate,Rialto,EE. UU.,1,1,461.48,461.48
18320,Corporate,San Jose,EE. UU.,1,1,461.48,461.48
18321,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18322,Corporate,Arlington,EE. UU.,1,1,461.48,461.48
18323,Corporate,San Jose,EE. UU.,1,1,461.48,461.48
18324,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18325,Corporate,Los Angeles,EE. UU.,1,1,461.48,461.48
18326,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18327,Consumer,Moreno Valley,EE. UU.,1,1,461.48,461.48
18328,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18329,Consumer,Bronx,EE. UU.,1,1,461.48,461.48
18330,Corporate,Hendersonville,EE. UU.,1,1,461.48,461.48
18331,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18332,Corporate,Salem,EE. UU.,1,1,461.48,461.48
18333,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18334,Consumer,Chicago,EE. UU.,1,1,461.48,461.48
18335,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18336,Home Office,New York,EE. UU.,1,1,461.48,461.48
18337,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18338,Consumer,Annandale,EE. UU.,1,1,461.48,461.48
18339,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18340,Consumer,Glenview,EE. UU.,1,1,461.48,461.48
18341,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18342,Consumer,Forest Hills,EE. UU.,1,1,461.48,461.48
18343,Consumer,Ballwin,EE. UU.,1,1,461.48,461.48
18344,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18345,Home Office,Woodbridge,EE. UU.,1,1,461.48,461.48
18346,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18347,Corporate,Los Angeles,EE. UU.,1,1,461.48,461.48
18348,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18349,Corporate,New York,EE. UU.,1,1,461.48,461.48
18350,Consumer,Pompano Beach,EE. UU.,1,1,461.48,461.48
18351,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18352,Consumer,Del Rio,EE. UU.,1,1,461.48,461.48
18353,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18354,Consumer,Aurora,EE. UU.,1,1,461.48,461.48
18355,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18356,Consumer,Elmhurst,EE. UU.,1,1,461.48,461.48
18357,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18358,Corporate,Chicago,EE. UU.,1,1,461.48,461.48
18359,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18360,Consumer,Hagerstown,EE. UU.,1,1,461.48,461.48
18361,Consumer,Fountain Valley,EE. UU.,1,1,461.48,461.48
18362,Consumer,Stockton,EE. UU.,1,1,461.48,461.48
18363,Consumer,East Lansing,EE. UU.,1,1,461.48,461.48
18364,Consumer,Mount Pleasant,EE. UU.,1,1,461.48,461.48
18365,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18366,Home Office,Brooklyn,EE. UU.,1,1,461.48,461.48
18367,Consumer,Baltimore,EE. UU.,1,1,461.48,461.48
18368,Home Office,Taunton,EE. UU.,1,1,461.48,461.48
18369,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18370,Consumer,Chapel Hill,EE. UU.,1,1,461.48,461.48
18371,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18372,Consumer,Rio Grande,Puerto Rico,1,1,461.48,461.48
18373,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18374,Consumer,Virginia Beach,EE. UU.,1,1,461.48,461.48
18375,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18376,Consumer,Arecibo,Puerto Rico,1,1,461.48,461.48
18377,Home Office,El Paso,EE. UU.,1,1,461.48,461.48
18378,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18379,Home Office,San Diego,EE. UU.,1,1,461.48,461.48
18380,Home Office,Loveland,EE. UU.,1,1,461.48,461.48
18381,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18382,Home Office,Chicago,EE. UU.,1,1,461.48,461.48
18383,Home Office,Lynn,EE. UU.,1,1,461.48,461.48
18384,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18385,Home Office,New Orleans,EE. UU.,1,1,461.48,461.48
18386,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18387,Corporate,Lutz,EE. UU.,1,1,461.48,461.48
18388,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18389,Corporate,Los Angeles,EE. UU.,1,1,461.48,461.48
18390,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18391,Corporate,San Diego,EE. UU.,1,1,461.48,461.48
18392,Corporate,Denver,EE. UU.,1,1,461.48,461.48
18393,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18394,Corporate,Martinez,EE. UU.,1,1,461.48,461.48
18395,Corporate,Rock Hill,EE. UU.,1,1,461.48,461.48
18396,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18397,Consumer,San Juan,Puerto Rico,1,1,461.48,461.48
18398,Corporate,Las Vegas,EE. UU.,1,1,461.48,461.48
18399,Consumer,Rome,EE. UU.,1,1,461.48,461.48
18400,Consumer,Hialeah,EE. UU.,1,1,461.48,461.48
18401,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18402,Consumer,Princeton,EE. UU.,1,1,461.48,461.48
18403,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18404,Consumer,Chicago,EE. UU.,1,1,461.48,461.48
18405,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18406,Consumer,Tonawanda,EE. UU.,1,1,461.48,461.48
18407,Consumer,Columbia,EE. UU.,1,1,461.48,461.48
18408,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18409,Consumer,Union City,EE. UU.,1,1,461.48,461.48
18410,Consumer,Detroit,EE. UU.,1,1,461.48,461.48
18411,Consumer,Portland,EE. UU.,1,1,461.48,461.48
18412,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18413,Consumer,Brooklyn,EE. UU.,1,1,461.48,461.48
18414,Consumer,Pasadena,EE. UU.,1,1,461.48,461.48
18415,Consumer,Placentia,EE. UU.,1,1,461.48,461.48
18416,Consumer,Laredo,EE. UU.,1,1,461.48,461.48
18417,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18418,Corporate,Augusta,EE. UU.,1,1,461.48,461.48
18419,Home Office,Pittsfield,EE. UU.,1,1,461.48,461.48
18420,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18421,Corporate,Carson,EE. UU.,1,1,461.48,461.48
18422,Home Office,Los Angeles,EE. UU.,1,1,461.48,461.48
18423,Home Office,Caguas,Puerto Rico,1,1,461.48,461.48
18424,Consumer,Chicago,EE. UU.,1,1,461.48,461.48
18425,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18426,Consumer,San Bernardino,EE. UU.,1,1,461.48,461.48
18427,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18428,Consumer,Plano,EE. UU.,1,1,461.48,461.48
18429,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18430,Consumer,Moreno Valley,EE. UU.,1,1,461.48,461.48
18431,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18432,Consumer,Moreno Valley,EE. UU.,1,1,461.48,461.48
18433,Corporate,Philadelphia,EE. UU.,1,1,461.48,461.48
18434,Corporate,College Station,EE. UU.,1,1,461.48,461.48
18435,Corporate,Caguas,Puerto Rico,1,1,461.48,461.48
18436,Corporate,El Paso,EE. UU.,1,1,461.48,461.48
18437,Corporate,Clovis,EE. UU.,1,1,461.48,461.48
18438,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18439,Consumer,Philadelphia,EE. UU.,1,1,461.48,461.48
18440,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
18441,Consumer,Salina,EE. UU.,1,1,461.48,461.48
18442,Consumer,Caguas,Puerto Rico,1,1,461.48,461.48
